premise,hypothesis,label
Seorang pria di bak truk memegang tas sementara seorang anak laki-laki duduk di kabin truk.,Dua orang berada di dalam truk.,0
Dua Husky menarik kereta luncur dengan seorang pria berjaket biru.,Ada dua anjing dan seorang pria di salju.,0
"Pria mengayuh kano di air hijau, dengan anjing di perahu.",Seekor anjing sedang naik pesawat.,2
Dua orang menuruni tangga abu-abu.,Dua orang menuruni tangga merah.,2
Empat tentara dengan bayonet berdiri di depan atasan mereka.,sekelompok tentara dimarahi,1
Beberapa orang berdiri dan melihat kertas.,anak-anak bermain bisbol di lapangan.,2
Seorang pengendara motor trail dengan nomor 625 sedang balapan di lapangan.,Seorang pengendara motor trail ada di jalur balap.,0
Seekor anjing berlari menaiki bukit berumput.,Anjing itu sedang berlari.,0
Gadis bergaun merah muda memegang headphone di taman.,Seorang gadis memakai celana,2
Seekor anjing kecil berwarna coklat dengan tali mengenakan rok denim.,Seekor anjing sedang berbicara dengan seorang pria dalam bahasa Spanyol.,2
Dua orang duduk di ruangan gelap yang hanya diterangi oleh satu cahaya yang sangat terang.,Dua orang duduk di samping beberapa lampu.,2
Anak-anak berlarian melalui pancuran air di tengah keramaian.,Ada orang di tepi air.,0
Pelari berotot melakukan lari maraton di tengah hujan sementara penonton menonton dari bawah payung.,Seorang pelari berlari kencang di tengah hujan.,1
anjing greyhound moncong berlari di trek,Seekor anjing moncong berlari di trek.,0
Seorang gadis dengan sepatu roda perlengkapan keselamatan normal dan improvisasi.,Seorang gadis berlari di atas treadmill.,2
Dua anjing bermain bersama dengan mulut terbuka.,Dua hewan bermain bersama.,0
Seorang anak kecil berbaju biru berdiri di depan sekelompok ban.,Seorang pria kecil berbaju biru berdiri di depan sekelompok ban.,2
Pria yang bekerja dengan peralatan listrik di sebuah gedung.,Bangunan itu untuk perusahaan 500 keberuntungan.,1
Seorang pria dengan ransel berdiri di samping batu.,Seorang pria sedang mendaki.,1
Seorang anak laki-laki mengenakan skateboard mantel biru menyusuri jalan yang dipenuhi mobil yang diparkir.,Seorang remaja laki-laki tanpa helm sedang bermain skateboard melawan lalu lintas.,1
Seorang anak dengan ember hijau di atas kepalanya.,Seorang anak di luar,1
Seorang wanita yang mengenakan kemeja biru dan celemek hitam sedang bekerja di konter sebuah restoran cepat saji.,Wanita itu sedang bekerja,0
Dua anak laki-laki dan seorang pria yang lebih tua bersiap-siap untuk memotong kayu.,anak itu senang`,1
Seorang pria menghadap lubang panggang ke bukit sambil memegang kamera.,Seorang pria memegang sesuatu.,0
Seorang pria memanggang sosis di sudut jalan.,Pria itu sedang memasak sosis jerapah.,1
Orang-orang duduk di stadion yang penuh sesak menonton semacam acara- ada seorang wanita berambut merah di latar depan dan di pojok kiri bawah dua orang menatap langsung ke arah fotografer.,"Orang-orang duduk di stadion yang penuh sesak, ada seorang wanita berambut merah di latar depan dan di pojok kiri bawah dua orang menatap ke arah fotografer",0
"Wanita tua berkacamata mengendarai sepeda dengan tas belanja di pegangannya, mobil kuning di latar belakang.",Seorang wanita tua mengayunkan tongkat baseball.,2
"seorang anak laki-laki kulit putih kecil mengenakan kemeja biru muda dan memiliki rambut pirang pendek, mata gelap dan sedikit celah di antara giginya, dengan tangan kanan di atas jantung dan tangan kiri memegang tangan kanannya.",Anak laki-laki itu berambut panjang.,2
Seorang pria berbaju putih berdiri tegak di atas perancah,Seorang pekerja berdiri di bawah perancah.,2
Sembilan pemandu sorak melakukan akrobat di belakang deretan kursi.,Pemandu sorak perguruan tinggi berada di belakang beberapa kursi cokelat.,1
Dua anak saling menatap.,dua anak saling berdekatan,0
Seekor anjing hitam putih melompati tiang merah putih sementara seorang anak laki-laki berbaju hijau mengawasi.,Seekor anjing berkompetisi dalam pertunjukan anjing.,1
Kelompok menunjukkan buku yang mereka terima di acara.,Grup menunjukkan buku,0
Seseorang sedang memasak makanan.,Ada makanan yang sedang disiapkan,0
Seorang wanita sedang makan sesuatu di depan umum.,Seorang wanita makan di depan umum karena dia lapar.,1
Seorang pria dengan kacamata hitam sedang duduk di geladak.,pria itu berada di dekat air,0
"Seorang anak menangis di dalam mobil yang diparkir, mencengkeram jendela yang diturunkan.",seorang anak berada di gerobak belanjaan sementara ibunya mendorongnya,2
Seorang pria mengendarai sepeda yang sangat kecil di pameran kota kecil.,Sepeda itu berwarna merah.,1
"Orang-orang ini menjauh dari kamera, sementara satu orang membawa yang lain.",Orang-orang berjalan menjauh dari juru kamera mereka.,0
Seorang pria meletakkan tangannya di dalam pot pohon kecil sambil berjongkok di belakang deretan pohon kecil lainnya.,seorang pria berjalan anjing di pantai,2
Dua rekan satu tim menjaga pria lain dalam permainan bola basket.,ada permainan bola basket,0
Pendakian melompat tinggi di tempat terpencil yang indah yang menggambarkan daerah yang terlihat seperti ngarai besar dengan pegunungan yang tertutup salju di kejauhan.,Seorang pejalan kaki diliputi kegembiraan di lokasi lokasi.,1
Tiga orang berdiri di dekat sebuah gedung.,"Orang-orang berbaris di dekat gedung, mengantri untuk membeli tiket konser.",1
"Empat orang berdiri di luar, satu melompat.",sekelompok orang di luar.,0
Seorang pemain rugby memblokir sambil memegang bola.,Pemain sedang minum kopi.,2
Seorang pria duduk di sebuah kafe luar ruangan menyelesaikan makan.,Seorang pria sedang makan siang dalam cuaca yang baik.,1
Seorang wanita berjalan di galeri seni.,Seekor Pokemon sedang bertarung di dapur seni karena mencoba masuk ke dalam gambar pokeball.,2
Seorang remaja laki-laki sedang melakukan aksi skateboard di sebuah kota.,kambing memakan babi,2
Orang-orang berseragam hijau dan biru ini sedang menonton sesuatu di komputer.,Orang berseragam hijau dan biru sedang menonton video youtube di komputer.,1
Seekor anjing berlari melintasi salju dengan bola salju di mulutnya.,Anjing peliharaan sedang tidur di kamar.,2
empat orang dewasa muda di daerah kota yang sibuk,Keempat sahabat ini sedang berbelanja,1
Seorang pria dengan kemeja bergaris sedang mengasah alat di penggilingan.,Pria itu sedang tidur.,2
Seorang anak laki-laki timur tengah mengenakan kemeja hitam dan membawa tas biru dan ember biru.,Seorang anak laki-laki timur tengah sedang membuat keranjang di dekat pasar.,2
Dua anjing berbulu membuat wajah seram saat mereka bermain bersama.,Para pria bermain bola voli,2
Seorang pria berseragam kemeja putih berdiri di samping meja dengan sekeranjang buah sambil berbicara dengan seorang wanita.,Orang-orang berbicara di sekitar meja.,0
Anak laki-laki berbaju bergaris melihat ke danau yang damai.,Anak laki-laki sedang memancing di sepanjang danau yang damai.,1
Dua orang bertelanjang kaki berjalan menyusuri jalan beraspal dengan kolam renang terbalik di kepala mereka.,dua orang berjalan menyusuri jalan beraspal ke cornerstore.,1
Lima orang mendongak sambil memegang alat musik.,Lima orang bersama.,0
tim pemandu sorak bersorak di acara olahraga.,Pemandu sorak ada di acara olahraga.,0
Dua anjing hitam berlari di trotoar,Dua anak anjing berlari di trotoar,1
Dua pemain bola basket yang bertekad dari tim lawan menyelam untuk mendapatkan bola lepas.,para pemain adalah musuh,1
Seorang wanita dengan hiasan kepala menggendong seorang anak laki-laki berbaju biru.,Seorang wanita menggendong seorang anak kecil.,0
Seorang wanita dan dua anak yang mengenakan pelampung biru sedang berenang.,Orang-orang ini kering dan hangat.,2
Seorang petugas polisi dengan sepeda bersandar di jalur batu di daerah yang sedikit ramai.,Polisi mengayuh lebih cepat dan lebih cepat di sepanjang jalan.,2
Seorang anak laki-laki dengan kaos sedang menonton pemandangan di luar dari kereta.,Seorang anak laki-laki mengenakan kaos tim olahraga favoritnya.,1
Seorang ibu dan kedua anaknya di depan sebuah bangunan tua yang sudah lapuk.,wanita itu bersama anak-anaknya,0
"Seorang pria sedang memanjat dinding batu, sementara pria lainnya, di bawah, memegang seutas tali.",Pria di bawah sedang memantapkan tali untuk pria yang memanjat.,0
Peselancar dengan pakaian selam sedang menunggang ombak.,Peselancar dengan pakaian selam sedang menunggang kuda.,2
Banyak orang berkumpul di turnamen tradisional di luar negeri.,Orang-orang berkumpul di sebuah turnamen.,0
Seseorang sedang terbang layang atau terjun payung di perairan besar dengan perbukitan hijau di sekelilingnya.,Seseorang meluncur turun menuju danau di tengah perbukitan hijau di luar.,0
Seorang pemain skateboard terbang tinggi di atas tanjakan dalam ruangan.,Seorang BMX'er melompati celah di luar.,2
Seorang pria dan wanita yang memakai nomor sedang melambai di jalan.,Seorang pria dan seorang wanita yang memakai nomor bertepuk tangan oleh penonton.,1
Seorang pria menangkap ikan berukuran layak dan melepaskannya dari kail,Seorang pria melepas kail ikan.,0
Seekor anjing coklat dan hitam mengawasi binatang-binatang.,Anjing itu sedang tidur di rerumputan.,2
Seekor anjing putih kecil dengan kerah biru sedang memanjat batang kayu besar.,Seekor anjing kecil sedang mencoba menyeberangi batang pohon yang tumbang.,1
Dua gadis muda mengarungi lautan mengenakan celana pendek dan celana pendek keringat.,Kedua gadis muda itu adalah saudara perempuan.,1
Seorang pria berkacamata hitam sedang menulis di buku catatan dengan sepedanya bersandar padanya.,Seorang pria memakai kacamata hitam sedang menulis.,0
orang-orang menikmati hari yang cerah di pantai,2 orang berjalan menyusuri pantai,1
Seorang pemain berlutut saat roller derby.,Seorang pemain terjatuh saat roller derby.,1
Seorang wanita berpikir bahwa dia seharusnya tidak membeli dompet yang mengerikan itu.,anak laki-laki bermain playstation,2
sekelompok pria asia bermain bola voli,orang bermain voli,0
Seorang pria mengenakan pakaian warna-warni dan kacamata putih sedang memainkan drum besar dengan tangannya.,Pria itu berada di dekat drum.,0
Seorang lelaki tua dengan kaus merah berdiri di depan sekelompok anak yang duduk di bangku di depannya.,Seorang pria berdiri di depan sekelompok anak-anak.,0
"Seorang pengendara sepeda motor, bersiap menuruni bukit yang tertutup salju.",Seorang pengendara sepeda motor membongkar sepeda motornya di pantai.,2
Sekelompok bulldog berlomba di trek.,Anjing-anjing berlomba di lintasan.,0
"Seorang wanita berkacamata hitam, di udara dingin, makan permen kapas.",Seorang pria melempar gumpalan permen kapas berwarna merah muda.,2
Orang-orang berdiri di dekat perahu di daerah berpasir.,orang berdiri di pantai dekat perahu,0
Seorang pria berjaket hijau dan syal warna-warni memainkan instrumen kuningan sambil berdiri di trotoar.,Seorang pria memainkan alat musik di trotoar.,0
Dua wanita menyiapkan sampel makanan.,Wanita sedang menyiapkan makanan.,0
individu di bebatuan dengan air terjun di latar belakang.,"Seseorang mendengarkan lagu ""Wonderwall""",2
"Dua wanita, memetik dari tanaman di lembah terbuka.",Dua wanita berbaring di luar di rerumputan.,2
Sebuah van kuning besar dengan seorang pria berdiri di sampingnya di jalan.,seorang pria berada di sebelah van kuning di jalan,0
"Seorang pengendara sepeda mengenakan kemeja kuning dan celana pendek hitam, mengendarai dinding grafiti.",Pengendara sepeda memakai helm.,1
"Sekelompok orang berjalan menyusuri jalan tertutup dengan tenda-tenda biru, merah dan hijau.",Rombongan sedang berenang,2
Tiga gadis melompat di halaman.,Tiga teman muda melompat di tengah hujan.,1
Seorang wanita berambut pirang memegang gitar berdiri di belakang mikrofon.,Wanita pirang itu memegang harmonika.,2
Seekor kuda bucking coklat melempar seorang koboi yang mengenakan jeans dan kemeja putih dari punggungnya ke sebuah rodeo.,Seekor kuda melempar seorang koboi dari punggungnya.,0
"Seorang anak dengan kaus merah, jeans, dan helm sepeda hitam dan seekor anjing berpose untuk berfoto di luar ruangan.",Helmnya berwarna putih.,2
Anak laki-laki dengan setelan sepak bola merah jatuh sementara anak laki-laki dengan kemeja putih menatap bola.,orang tidak berolahraga.,2
Seorang wanita di jalan yang terang sedang memainkan biola.,Orang yang memainkan alat musik.,0
Seorang pria melakukan skateboard melompat dari atas jalan.,Seorang pria sedang bermain skateboard.,0
Seorang wanita bertudung University of Nottingham bermain dengan seorang anak laki-laki di luar.,wanita itu bermain dengan putranya,1
Seorang anak laki-laki di lapangan bisbol membersihkan debu dari piringnya.,Anak laki-laki itu sedang bekerja,0
Mereka adalah tiga wanita di meja dan wanita dengan kepang panjang terlihat di mikroskop.,Para wanita di meja melihat mikroskop.,2
Seorang musisi duduk bersila di depan mikrofon.,seorang wanita menunggang kuda,2
Seorang pria memotong kue putih dengan mawar biru.,Pengantin pria memotong kue pernikahannya.,1
Seorang wanita mengagumi dan meniup dandelion pada hari musim semi yang indah.,Ada badai salju yang sedang terjadi.,2
Beberapa orang berdiri di alun-alun kota melihat ke teleskop berbagai ukuran.,Beberapa orang berdiri di sekitar.,0
Seorang pria melakukan trik sepeda di tanjakan.,Pria itu memamerkan triknya kepada teman-temannya.,1
Pemain sepak bola berbicara saat penonton melihat.,Orang-orang sedang menonton pertunjukan band,2
Seorang pria berambut pirang panjang dan banyak perhiasan berdiri di dekat dinding.,Seorang pria berdiri dan menunggu pacarnya.,1
Tiga orang kru bekerja untuk mengecat grafiti.,Awak tiga orang melukis grafiti di seluruh kota.,2
"Seorang wanita berkemeja hitam duduk di belakang bilik dengan tanda bertuliskan ""Program & Es Krim"".",Wanita berbaju hitam itu sedang menjual es krim di sebuah gerai.,1
Seorang pria sedang duduk di pagar di tepi dermaga di atas air berbicara dengan seorang gadis.,Gadis itu berambut pirang.,1
Pemain basket berseragam jingga mencoba menghadang tembakan pemain berseragam putih.,Pemain itu mengenakan seragam hijau,2
"Seorang wanita berjalan di tengah hujan, dengan kemeja hitam.",wanita itu berjalan di tengah hujan pada hari ulang tahunnya,1
Seorang pria dengan celana pendek abu-abu dan kemeja putih memukul bola golf keluar dari jebakan pasir.,Seorang pria melempar bola golf ke dalam jebakan pasir,2
Dua wanita di jalan tanah mengambil gambar.,Dua saudara perempuan mengambil foto di luar ruangan.,1
Seorang pria setinggi pinggang di sungai melemparkan jaring.,Pria itu berdiri di air.,0
Seorang pria berhenti di trotoar dengan sepedanya untuk merokok.,Pria itu sedang menyalakan rokok.,1
Seorang wanita berambut pirang mengenakan atasan putih dan bawahan hitam mendorong kereta bayi hitam sementara seorang pria berambut cokelat mengenakan kaus abu-abu dan celana pendek putih berjalan dengan seekor anjing cokelat.,Pria itu mengenakan kemeja sambil membawa anjingnya ke toko.,1
Seorang pria berpakaian hitam berpose di jalan.,Seseorang berpakaian hitam berpose di jalan.,0
Seorang penjaga penyeberangan bersandar pada tiang lampu.,Tiang lampu adalah tempat yang nyaman untuk beristirahat,0
Pria dengan kemeja hitam lengan panjang dan celana biru memancing dari bank.,"Pria itu ada di dalam air, mencoba mencekik seekor ikan.",2
Seorang penyanyi wanita bernyanyi dengan penuh semangat sementara gitaris cadangan bermain di latar belakang.,Keluarga muda memainkan lagu di pantai,2
Badai yang buruk memperlambat lalu lintas di jalan kota yang sibuk.,Hujan membuat mobil melaju lebih lambat,1
Seorang wanita mengenakan gaun hitam dan kacamata hitam sedang berbicara di telepon.,Seorang wanita berbaju hitam berbicara di telepon.,0
"Seorang pemuda Asia melompat ke udara, melakukan pose seni bela diri.",Seorang pria melakukan pose seni bela diri.,0
Seorang pengendara sepeda berhelm dan seorang pria berjas bisnis keduanya berbicara melalui ponsel di dekat air mancur.,Beberapa pria sedang berbicara.,0
